line_id,log_text,label,raw_line,alert_tag,mode,prediction,correct,raw_generation,parse_fallback,inference_time_ms
56,"TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=CE sym 20, at 0x01228120, mask 0x10",0,"- 1118070512 2005.06.06 R01-M1-NB-C:J03-U11 2005-06-06-08.08.32.984716 R01-M1-NB-C:J03-U11 RAS KERNEL INFO CE sym 20, at 0x01228120, mask 0x10",-,few_shot,0,1," 0
Log",0,152.02758500026903
1292,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=iar 003a9260 dear 00efcbc8,0,- 1125083309 2005.08.26 R65-M1-N9-C:J16-U11 2005-08-26-12.08.29.680955 R65-M1-N9-C:J16-U11 RAS KERNEL INFO iar 003a9260 dear 00efcbc8,-,few_shot,0,1,"00efcbc8
Label: 0
Log",0,152.02758500026903
1118,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=5 floating point alignment exceptions,0,- 1122165429 2005.07.23 R16-M0-NE-C:J06-U01 2005-07-23-17.37.09.528299 R16-M0-NE-C:J06-U01 RAS KERNEL INFO 5 floating point alignment exceptions,-,few_shot,0,1," floating point alignment exceptions
Label: 0
Log",0,133.20358375040087
584,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.23438,0,- 1120469722 2005.07.04 R23-M1-NA-C:J06-U01 2005-07-04-02.35.22.626530 R23-M1-NA-C:J06-U01 RAS KERNEL INFO generating core.23438,-,few_shot,0,1,"
Label: 0
Log",0,133.20358375040087
374,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=1969920 double-hummer alignment exceptions,0,- 1119478812 2005.06.22 R20-M0-N3-C:J14-U01 2005-06-22-15.20.12.174541 R20-M0-N3-C:J14-U01 RAS KERNEL INFO 1969920 double-hummer alignment exceptions,-,few_shot,0,1," 0
Log",0,133.20358375040087
275,TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=guaranteed instruction cache block touch.0,0,- 1118771847 2005.06.14 R26-M0-N8-C:J03-U01 2005-06-14-10.57.27.640707 R26-M0-N8-C:J03-U01 RAS KERNEL FATAL guaranteed instruction cache block touch.0,-,few_shot,0,1,"
Label: 0
Log",0,133.20358375040087
746,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.3985,0,- 1120957717 2005.07.09 R00-M1-N9-C:J11-U01 2005-07-09-18.08.37.270465 R00-M1-N9-C:J11-U01 RAS KERNEL INFO generating core.3985,-,few_shot,0,1,": TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.3985
Label: 0
Log",0,151.90466800004288
128,TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,KERNDTLB 1118543955 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.39.15.873091 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,KERNDTLB,few_shot,1,1,"
Label: 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt
Label: 1
Log",0,151.90466800004288
1646,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=16469355 floating point alignment exceptions,0,- 1131127543 2005.11.04 R62-M0-NC-C:J06-U11 2005-11-04-10.05.43.570607 R62-M0-NC-C:J06-U11 RAS KERNEL INFO 16469355 floating point alignment exceptions,-,few_shot,0,1,"=INFO CONTENT=16469355 floating point alignment exceptions
Label: 0
Log",0,151.90466800004288
1852,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,0,- 1133448628 2005.12.01 R42-M0-NA-C:J09-U11 2005-12-01-06.50.28.913616 R42-M0-NA-C:J09-U11 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,-,few_shot,0,1," 0
Log",0,151.90466800004288
674,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.7167,0,- 1120935238 2005.07.09 R22-M1-N0-C:J05-U11 2005-07-09-11.53.58.430277 R22-M1-N0-C:J05-U11 RAS KERNEL INFO generating core.7167,-,few_shot,1,0,": 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.7167
Label: 0
Log",0,153.6744852501215
1664,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=54004554 floating point alignment exceptions,0,- 1131131501 2005.11.04 R63-M0-N8-C:J03-U11 2005-11-04-11.11.41.412257 R63-M0-N8-C:J03-U11 RAS KERNEL INFO 54004554 floating point alignment exceptions,-,few_shot,0,1,"=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=54004554 floating point alignment exceptions
Label: 0
Log",0,153.6744852501215
1981,"TYPE=RAS COMPONENT=APP LEVEL=FATAL CONTENT=ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed",1,"APPSEV 1134631019 2005.12.14 R32-M0-NC-I:J18-U01 2005-12-14-23.16.59.947676 R32-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed",APPSEV,few_shot,1,1," 1
Log",0,153.6744852501215
1083,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=15 floating point alignment exceptions,0,- 1122139731 2005.07.23 R01-M1-N8-C:J13-U11 2005-07-23-10.28.51.576312 R01-M1-N8-C:J13-U11 RAS KERNEL INFO 15 floating point alignment exceptions,-,few_shot,1,0," message header
Label: 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=15 floating point alignment exceptions
Label: 0
Log",0,153.6744852501215
1922,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,0,- 1133455643 2005.12.01 R22-M0-N5-C:J06-U11 2005-12-01-08.47.23.541583 R22-M0-N5-C:J06-U11 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,-,few_shot,0,1," 0
Log",0,151.93091675018877
99,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1887,0,- 1118354070 2005.06.09 R25-M1-N8-C:J05-U11 2005-06-09-14.54.30.103580 R25-M1-N8-C:J05-U11 RAS KERNEL INFO generating core.1887,-,few_shot,0,1,": TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1887
Label: 0
Log",0,151.93091675018877
1179,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.50579,0,- 1122430797 2005.07.26 R35-M1-N7-C:J02-U01 2005-07-26-19.19.57.499754 R35-M1-N7-C:J02-U01 RAS KERNEL INFO generating core.50579,-,few_shot,0,1,"=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.50579
Label: 0
Log",0,151.93091675018877
964,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.17212,0,- 1121494314 2005.07.15 R23-M0-NE-C:J16-U11 2005-07-15-23.11.54.188138 R23-M0-NE-C:J16-U11 RAS KERNEL INFO generating core.17212,-,few_shot,0,1,"=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.17212
Label: 0
Log",0,151.93091675018877
792,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.20367,0,- 1120969674 2005.07.09 R22-M1-N8-C:J02-U01 2005-07-09-21.27.54.261842 R22-M1-N8-C:J02-U01 RAS KERNEL INFO generating core.20367,-,few_shot,0,1," 0
Log",0,133.04061574990556
29,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.4245,0,- 1117984130 2005.06.05 R37-M1-NE-C:J13-U01 2005-06-05-08.08.50.547117 R37-M1-NE-C:J13-U01 RAS KERNEL INFO generating core.4245,-,few_shot,0,1,": 0
Log",0,133.04061574990556
628,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.14349,0,- 1120924519 2005.07.09 R20-M0-NA-C:J12-U01 2005-07-09-08.55.19.014398 R20-M0-NA-C:J12-U01 RAS KERNEL INFO generating core.14349,-,few_shot,0,1," 0
Log",0,133.04061574990556
944,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.23998,0,- 1121314248 2005.07.13 R23-M1-N8-C:J09-U11 2005-07-13-21.10.48.693447 R23-M1-N8-C:J09-U11 RAS KERNEL INFO generating core.23998,-,few_shot,0,1," 0
Log",0,133.04061574990556
572,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.19596,0,- 1120447561 2005.07.03 R24-M1-N8-C:J16-U01 2005-07-03-20.26.01.608125 R24-M1-N8-C:J16-U01 RAS KERNEL INFO generating core.19596,-,few_shot,0,1,"596
Label: 0
Log",0,133.44451724969986
907,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.17851,0,- 1121311849 2005.07.13 R22-M1-ND-C:J05-U11 2005-07-13-20.30.49.413470 R22-M1-ND-C:J05-U11 RAS KERNEL INFO generating core.17851,-,few_shot,0,1,"851
Label: 0
Log",0,133.44451724969986
1080,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=15 floating point alignment exceptions,0,- 1122139627 2005.07.23 R01-M0-NE-C:J17-U01 2005-07-23-10.27.07.224287 R01-M0-NE-C:J17-U01 RAS KERNEL INFO 15 floating point alignment exceptions,-,few_shot,0,1,"15 floating point alignment exceptions
Label: 0
Log",0,133.44451724969986
450,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=exception syndrome register: 0x08000000,0,- 1119807051 2005.06.26 R05-M0-N6-C:J06-U11 2005-06-26-10.30.51.645473 R05-M0-N6-C:J06-U11 RAS KERNEL INFO exception syndrome register: 0x08000000,-,few_shot,0,1," 0
Log",0,133.44451724969986
1609,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=2354412 floating point alignment exceptions,0,- 1131064315 2005.11.03 R27-M1-N2-C:J10-U01 2005-11-03-16.31.55.074652 R27-M1-N2-C:J10-U01 RAS KERNEL INFO 2354412 floating point alignment exceptions,-,few_shot,0,1,": 0
Log",0,133.15289199999825
1290,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=1547520 double-hummer alignment exceptions,0,- 1125083240 2005.08.26 R61-M0-N8-C:J05-U01 2005-08-26-12.07.20.308532 R61-M0-N8-C:J05-U01 RAS KERNEL INFO 1547520 double-hummer alignment exceptions,-,few_shot,0,1," 0
Log",0,133.15289199999825
1078,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.3455,0,- 1122133483 2005.07.23 R26-M1-N0-C:J05-U11 2005-07-23-08.44.43.722542 R26-M1-N0-C:J05-U11 RAS KERNEL INFO generating core.3455,-,few_shot,0,1,"5
Label: 0
Log",0,133.15289199999825
254,TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data store interrupt caused by icbi.........0,0,- 1118770989 2005.06.14 R21-M1-N4-C:J17-U11 2005-06-14-10.43.09.420211 R21-M1-N4-C:J17-U11 RAS KERNEL FATAL data store interrupt caused by icbi.........0,-,few_shot,0,1,"0
Label: 1
Log",0,133.15289199999825
124,TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,KERNDTLB 1118543420 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.30.20.585330 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,KERNDTLB,few_shot,1,1," header
Label: 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt
Label: 1
Log",0,153.40719249979884
1927,"TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=720 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0,"- 1133458296 2005.12.01 R00-M0-NA-C:J14-U11 2005-12-01-09.31.36.346830 R00-M0-NA-C:J14-U11 RAS KERNEL INFO 720 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",-,few_shot,0,1," 0
Log",0,153.40719249979884
251,TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=machine state register: 0x00002000,0,- 1118770646 2005.06.14 R27-M1-N9-C:J11-U11 2005-06-14-10.37.26.925212 R27-M1-N9-C:J11-U11 RAS KERNEL FATAL machine state register: 0x00002000,-,few_shot,0,1," state register: 0x00002000
Label: 0
Log",0,153.40719249979884
585,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.7881,0,- 1120469778 2005.07.04 R25-M1-N1-C:J10-U01 2005-07-04-02.36.18.807780 R25-M1-N1-C:J10-U01 RAS KERNEL INFO generating core.7881,-,few_shot,0,1," entry: TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.7881
Label: 0
Log",0,153.40719249979884
1568,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=iar 00106210 dear 0244c23c,0,- 1131059653 2005.11.03 R67-M1-N8-C:J16-U01 2005-11-03-15.14.13.999389 R67-M1-N8-C:J16-U01 RAS KERNEL INFO iar 00106210 dear 0244c23c,-,few_shot,0,1," 0
Log",0,134.5072109998
824,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.9079,0,- 1121172088 2005.07.12 R37-M1-N6-C:J03-U11 2005-07-12-05.41.28.215496 R37-M1-N6-C:J03-U11 RAS KERNEL INFO generating core.9079,-,few_shot,0,1,"=generating core.9079
Label: 0
Log",0,134.5072109998
507,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.6698,0,- 1120216290 2005.07.01 R21-M1-NB-C:J07-U01 2005-07-01-04.11.30.534564 R21-M1-NB-C:J07-U01 RAS KERNEL INFO generating core.6698,-,few_shot,0,1,"=generating core.6698
Label: 0
Log",0,134.5072109998
889,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.3181,0,- 1121309186 2005.07.13 R04-M1-N6-C:J12-U11 2005-07-13-19.46.26.896284 R04-M1-N6-C:J12-U11 RAS KERNEL INFO generating core.3181,-,few_shot,0,1,"=generating core.3181
Label: 0
Log",0,134.5072109998
70,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.1990,0,- 1118122888 2005.06.06 R25-M1-N8-C:J06-U01 2005-06-06-22.41.28.143013 R25-M1-N8-C:J06-U01 RAS KERNEL INFO generating core.1990,-,few_shot,0,1,"
Label: 0
Log",0,133.0178180000985
1608,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=2354412 floating point alignment exceptions,0,- 1131064168 2005.11.03 R12-M0-NB-C:J13-U01 2005-11-03-16.29.28.796896 R12-M0-NB-C:J13-U01 RAS KERNEL INFO 2354412 floating point alignment exceptions,-,few_shot,0,1," 0
Log",0,133.0178180000985
1532,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=640404 floating point alignment exceptions,0,- 1131057844 2005.11.03 R61-M1-NB-C:J17-U11 2005-11-03-14.44.04.612936 R61-M1-NB-C:J17-U11 RAS KERNEL INFO 640404 floating point alignment exceptions,-,few_shot,0,1,": 0
Log",0,133.0178180000985
247,TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=program interrupt: trap instruction.........0,0,- 1118770309 2005.06.14 R20-M1-NB-C:J03-U11 2005-06-14-10.31.49.464584 R20-M1-NB-C:J03-U11 RAS KERNEL FATAL program interrupt: trap instruction.........0,-,few_shot,0,1,"0
Label: 1
Log",0,133.0178180000985
1450,TYPE=RAS COMPONENT=APP LEVEL=FATAL CONTENT=ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory,0,- 1127265314 2005.09.20 R27-M1-N4-I:J18-U01 2005-09-20-18.15.14.037829 R27-M1-N4-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory,-,few_shot,1,0," 1
Log",0,154.26959024989628
212,TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt,1,KERNSTOR 1118767965 2005.06.14 R24-M1-N6-C:J13-U01 2005-06-14-09.52.45.933587 R24-M1-N6-C:J13-U01 RAS KERNEL FATAL data storage interrupt,KERNSTOR,few_shot,1,1,": TYPE=RAS COMPONENT=APP LEVEL=FATAL CONTENT=ciod: error reading message header
Label: 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data storage interrupt
Label: 1
Log",0,154.26959024989628
909,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.26735,0,- 1121311928 2005.07.13 R21-M0-N2-C:J05-U01 2005-07-13-20.32.08.455087 R21-M0-N2-C:J05-U01 RAS KERNEL INFO generating core.26735,-,few_shot,1,0," error reading message header
Label: 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.26735
Label: 0
Log",0,154.26959024989628
1741,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=iar 00106448 dear 0246dacc,0,- 1131692641 2005.11.10 R63-M0-N4-C:J04-U11 2005-11-10-23.04.01.480413 R63-M0-N4-C:J04-U11 RAS KERNEL INFO iar 00106448 dear 0246dacc,-,few_shot,0,1,"KERNEL LEVEL=INFO CONTENT=iar 00106448 dear 0246dacc
Label: 0
Log",0,154.26959024989628
1244,"TYPE=RAS COMPONENT=APP LEVEL=FATAL CONTENT=ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",0,"- 1123914727 2005.08.12 R55-M1-N0-I:J18-U11 2005-08-12-23.32.07.413454 R55-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",-,few_shot,1,0," 1
Log",0,154.1806145000919
1696,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=iar 00105e84 dear 0244f29c,0,- 1131408830 2005.11.07 R63-M0-N9-C:J10-U01 2005-11-07-16.13.50.630658 R63-M0-N9-C:J10-U01 RAS KERNEL INFO iar 00105e84 dear 0244f29c,-,few_shot,0,1,"iar 00105e84 dear 0244f29c
Label: 0
Log",0,154.1806145000919
1182,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.25229,0,- 1122431171 2005.07.26 R16-M0-N6-C:J12-U01 2005-07-26-19.26.11.720872 R16-M0-N6-C:J12-U01 RAS KERNEL INFO generating core.25229,-,few_shot,1,0," message header
Label: 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.25229
Label: 0
Log",0,154.1806145000919
361,"TYPE=RAS COMPONENT=APP LEVEL=FATAL CONTENT=ciod: Error loading /home/draeger/testQboxhang-nozerobytebug-nosleepyescomm: invalid or missing program image, No such file or directory",0,"- 1119309833 2005.06.20 R14-M1-N0-I:J18-U01 2005-06-20-16.23.53.944371 R14-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/draeger/testQboxhang-nozerobytebug-nosleepyescomm: invalid or missing program image, No such file or directory",-,few_shot,1,0," No such file or directory
Label: 1
Log",0,154.1806145000919
1473,"TYPE=RAS COMPONENT=APP LEVEL=FATAL CONTENT=ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied",0,"- 1128170317 2005.10.01 R73-M0-N4-I:J18-U11 2005-10-01-05.38.37.246285 R73-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied",-,few_shot,1,0," 1
Log",0,152.1688302500479
678,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.14807,0,- 1120935446 2005.07.09 R35-M0-N0-C:J05-U01 2005-07-09-11.57.26.222399 R35-M0-N0-C:J05-U01 RAS KERNEL INFO generating core.14807,-,few_shot,1,0," 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.14807
Label: 0
Log",0,152.1688302500479
1621,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=iar 00106834 dear 0245ccfc,0,- 1131125543 2005.11.04 R62-M0-N4-C:J12-U11 2005-11-04-09.32.23.060745 R62-M0-N4-C:J12-U11 RAS KERNEL INFO iar 00106834 dear 0245ccfc,-,few_shot,0,1," 00106834 dear 0245ccfc
Label: 0
Log",0,152.1688302500479
1089,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.14911,0,- 1122143251 2005.07.23 R10-M0-N4-C:J05-U11 2005-07-23-11.27.31.167078 R10-M0-N4-C:J05-U11 RAS KERNEL INFO generating core.14911,-,few_shot,1,0," 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.14911
Label: 0
Log",0,152.1688302500479
1987,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=ciod: generated 128 core files for program /g/g24/germann2/SPaSM_static/SPaSM_mpi,0,- 1135095320 2005.12.20 R45-M0-N4-I:J18-U01 2005-12-20-08.15.20.957109 R45-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: generated 128 core files for program /g/g24/germann2/SPaSM_static/SPaSM_mpi,-,few_shot,0,1,": 0
Log",0,151.92177574999732
1847,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,0,- 1133448479 2005.12.01 R64-M0-N2-C:J16-U01 2005-12-01-06.47.59.953454 R64-M0-N2-C:J16-U01 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,-,few_shot,0,1," 0
Log",0,151.92177574999732
987,TYPE=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.30256,0,- 1121597832 2005.07.17 R36-M1-NB-C:J14-U11 2005-07-17-03.57.12.463575 R36-M1-NB-C:J14-U11 RAS KERNEL INFO generating core.30256,-,few_shot,0,1,"=RAS COMPONENT=KERNEL LEVEL=INFO CONTENT=generating core.30256
Label: 0
Log",0,151.92177574999732
1512,"TYPE=RAS COMPONENT=APP LEVEL=FATAL CONTENT=ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",0,"- 1129820611 2005.10.20 R01-M1-NC-I:J18-U01 2005-10-20-08.03.31.975086 R01-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",-,few_shot,1,0,"
Label: 1
Log",0,151.92177574999732
111,TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt,1,KERNDTLB 1118538836 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.13.56.287869 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,KERNDTLB,few_shot,1,1," COMPONENT=APP LEVEL=FATAL CONTENT=ciod: error reading message header
Label: 1

Log entry: TYPE=RAS COMPONENT=KERNEL LEVEL=FATAL CONTENT=data TLB error interrupt
Label: 1
Log",0,154.23239124993415
